Headline,Body ID,Stance
"Farm subsidies do not protect national security",91903,unrelated
"People are getting dumber",90299,unrelated
"Social media encourage romance",93413,unrelated
"Nations should not recognize a Palestinian state",91686,discuss
"New York's bike lanes are not working",91837,unrelated
"Legislation should not protect obese",91968,unrelated
"Do not stop taxing capital gains",93752,unrelated
"Voting should be a constitutional right",93780,unrelated
"Vaccination should be mandatory for all children",91526,unrelated
"Mother Teresa should be canonized",92219,agree
"Voting should be mandatory",91607,unrelated
"Companies can excel without making workers miserable",92973,unrelated
"Abolish Birthright Citizenship",92401,unrelated
"No, the laws should not be toughened",91418,unrelated
"Wealthy colleges deserve tax breaks",91320,unrelated
"College should be free",91725,unrelated
"The new apps is a way for people to get into popular restaurants",91162,unrelated
"Do not drop sports program in undergraduate schools",91516,unrelated
"Dual citizenship should be allowed",93265,unrelated
"Abolish Birthright Citizenship",93557,disagree
"Overcrowded national parks should have restricted access",92539,discuss
"Dual citizenship should be allowed",92979,unrelated
"Tenure protects bad teachers",92272,unrelated
"Prostituion is safer when it's legal",90823,agree
"Speech can be limited for public workers",93156,unrelated
"Medicare doesn't need to be reformed",92296,unrelated
"Same-sex colleges are outdated",93373,unrelated
"Modern men are manly enough",91604,unrelated
"The Atlantic coast should be opened to drilling",90003,unrelated
"Modern men are manly enough",91039,discuss
"We should disband NATO",91781,unrelated
"Parents should control what kids learn at school",93835,unrelated
"Rim should be raised",93978,agree
"Rich politicans are less corruptible",91534,unrelated
"Non-Muslims help women by wearing hijabs",91263,unrelated
"Economists are not overrated",93951,unrelated
"Brazil should not postpone Olympics",93238,unrelated
"Home-schoolers should not play for high school teams",91591,unrelated
"Immigration is not really a problem",92383,unrelated
"Vaccination should be mandatory for all children",90250,unrelated
"Colleges do not need humanities programs",93336,unrelated
"Greece will destroy the Euro Zone",92775,unrelated
"Modern men are manly enough",94269,unrelated
"We should manipulate our dreams",92974,unrelated
"Comment sections have failed",92681,unrelated
"Women should delay motherhood",92029,disagree
"Casinos are not too much of a gamble",92945,disagree
"No, it can't denounce",93275,unrelated
"Fees are necessary",90393,unrelated
"Veganism is good for everyone",90100,agree
"Businesses should be allowed to have new employees sign noncompete deals",93367,disagree
"Prostituion is safer when it's legal",90821,discuss
"Obamacare is not sustainable",94152,disagree
"Women should be encouraged to have kids at home",92743,agree
"Police is reacting to dangers",91915,unrelated
"Voting should be mandatory",90877,unrelated
"Rim should be raised",93972,discuss
"Guns should be permitted on college campuses",92569,unrelated
"Rich politicans are less corruptible",90636,unrelated
"Police is reacting to dangers",90271,unrelated
"No, it can't denounce",90245,unrelated
"Doping should be allowed",91650,disagree
"Electric cars will not succeed",90161,unrelated
"Marijuana is a gateway drug",92425,unrelated
"Economists are not overrated",90741,unrelated
"Companies should be allowed to patent genes",91883,unrelated
"People are getting dumber",91453,disagree
"Modern men are manly enough",90108,unrelated
"Students should be taught cursive",92909,unrelated
"School librarians are expendable",90872,disagree
"Government should not regulate airline industry again",93808,unrelated
"Parents' religious beliefs should allow them to refuse medical care for their children",92586,unrelated
"Farm subsidies do not protect national security",92773,unrelated
"Drone attacks make more harm",93338,discuss
"Charter schools are cherry-picking students",91006,unrelated
"Young people are being irresponsible by delaying the rituals of adult life",93135,unrelated
"Tracking kids does not invade privacy",94318,unrelated
"Casinos are not too much of a gamble",93731,unrelated
"Comment sections have failed",91654,unrelated
"Voting should be a constitutional right",92039,unrelated
"Obamacare is not working",93574,unrelated
"NATO should defend nonmbers",93462,unrelated
"Royal Couple could be a modern family",92749,unrelated
"Home schoolers deserve a tax break",91573,unrelated
"Veganism is good for everyone",94194,unrelated
"Modern men are manly enough",92500,unrelated
"We don't need libraries",91302,disagree
"The U.S. Embassy should be moved from Tel Aviv to Jerusalem",91973,disagree
"Electric cars will not succeed",91734,unrelated
"Tenure protects bad teachers",93519,unrelated
"Abolish Birthright Citizenship",91147,unrelated
"Home-schoolers should not play for high school teams",90348,unrelated
"NATO should defend nonmbers",90236,unrelated
"Obamacare is not sustainable",94149,discuss
"New York's bike lanes are not working",90496,agree
"Do not stop taxing capital gains",90251,unrelated
"The U.S. should not work with Assad to fight ISIS",91036,unrelated
"Social media encourage romance",93199,discuss
"No, it can't denounce",93813,unrelated
"Beachfront homes should have to open their land to the public",91784,unrelated
"Veganism is good for everyone",93177,unrelated
"Guns should be permitted on college campuses",90628,unrelated
"Drug addicts should be forced into treatment",91860,unrelated
"America's fears are legitimate",94100,unrelated
"Not to tip",92657,unrelated
"Miss America is bad for women",91640,disagree
"Royal Couple could be a modern family",92172,unrelated
"Obamacare is not working",91148,discuss
"Immigration is not really a problem",90710,unrelated
"Prostituion is safer when it's legal",93970,unrelated
"Parents' religious beliefs should allow them to refuse medical care for their children",90661,unrelated
"Home schoolers deserve a tax break",90699,unrelated
"Brazil should not postpone Olympics",90778,agree
"Wealthy colleges deserve tax breaks",90203,discuss
"Big banks are not out of control",91135,disagree
"Not to tip",93883,unrelated
"Reality shows are not worse than other TV",92150,agree
"Affirmative actions should be based on income",94104,unrelated
"Social media encourage romance",93204,disagree
"Queen Elizabeth II should not step down",91396,unrelated
"Medical websites are dangerous",92406,unrelated
"Prostituion is safer when it's legal",90837,discuss
"No, it can't denounce",93325,unrelated
"Parents should help their children with homework",91025,unrelated
"Speech can be limited for public workers",93946,unrelated
"Companies can be trusted",90283,disagree
"We should disband NATO",92799,agree
"New York's bike lanes are not working",91558,unrelated
"Colleges do not need humanities programs",92847,unrelated
"Iran doesn't remain a threat",93493,unrelated
"Beachfront homes should have to open their land to the public",93329,unrelated
"Abolish Birthright Citizenship",94242,unrelated
"Police officers should be required to wear cameras",92602,unrelated
"Home-schoolers should not play for high school teams",92343,unrelated
"The U.S. should not work with Assad to fight ISIS",90635,unrelated
"Teachers do not need to have experience",93434,discuss
"Courts should not recognize a right to plural marriage among consenting adults",92498,unrelated
"People are getting dumber",91098,unrelated
"Felons should be allowed to vote",93253,unrelated
"Wal-Mart can make us healthier",93111,unrelated
"Do not stop taxing capital gains",90228,unrelated
"Sport leagues should enjoy nonprofit status",93195,unrelated
"Guns should be permitted on college campuses",93657,disagree
"Obamacare is not sustainable",94154,discuss
"Colleges do not need humanities programs",94230,unrelated
"Police is reacting to dangers",92187,unrelated
"Online classes are not the best way to teach",92557,unrelated
"Modern men are manly enough",92901,unrelated
"Legislation should not protect obese",94242,disagree
"Parents' religious beliefs should allow them to refuse medical care for their children",90017,unrelated
"Turkey belongs to NATO",94321,unrelated
"School librarians are expendable",90385,unrelated
"Comment sections have failed",93543,unrelated
"Christians have created a harmful atmosphere for gays",90058,unrelated
"New York's bike lanes are not working",93859,unrelated
"Germany should abandon the Euro",93603,unrelated
"College should be free",94056,unrelated
"Doping should be allowed",91663,disagree
"Extreme parenting is counterproductive",92037,unrelated
"Dual citizenship should be allowed",91396,unrelated
"No, it can't denounce",92307,unrelated
"Do not stop taxing capital gains",91854,agree
"We don't need libraries",91970,unrelated
"Home schoolers deserve a tax break",94263,unrelated
"Extreme parenting is counterproductive",91415,unrelated
"Online classes are not the best way to teach",92111,unrelated
"Public universities are neglecting in-state students",90835,unrelated
"Amazon will kill off publishers",92326,unrelated
"College students' votes do matter in an election",90316,unrelated
"Beachfront homes should have to open their land to the public",91294,unrelated
"College free for everyone",92772,unrelated
"TFA has not raised the status of teachers",92439,agree
"America's fears are legitimate",91931,unrelated
"Medicare doesn't need to be reformed",90580,unrelated
"Companies can be trusted",90313,disagree
"The U.S. should lift sanctions with Cuba",90616,agree
"Government should not regulate airline industry again",91853,unrelated
"Supporting Israel helps",92316,unrelated
"Drug addicts should be forced into treatment",94057,unrelated
"Police is reacting to dangers",92331,unrelated
"Mother Teresa should be canonized",92235,disagree
"3-D printing will change the world",91905,unrelated
"Home-schoolers should not play for high school teams",90800,agree
"Casinos are not too much of a gamble",90756,unrelated
"College should be free",90912,unrelated
"Mother Teresa should be canonized",94040,unrelated
"Amazon will kill off publishers",90255,disagree
"Home schoolers deserve a tax break",92014,unrelated
"Mother Teresa should be canonized",90314,unrelated
"Colorado didn't go too far with pot",94188,agree
"All immigrants should get ID cards",93788,discuss
"Government should grade colleges",90512,unrelated
"Guns should be permitted on college campuses",91249,unrelated
"Farms could survive without illegal labor",92723,unrelated
"Obamacare is not working",93907,unrelated
"Open office layout should be reconsidered",94421,agree
"Voting should be mandatory",92840,agree
"We don't need libraries",92106,unrelated
"Vaccination should be mandatory for all children",91200,disagree
"Tracking kids does not invade privacy",90107,disagree
"Miss America is bad for women",90602,unrelated
"Charter schools are cherry-picking students",93669,agree
"Christians have created a harmful atmosphere for gays",93838,unrelated
"Comment sections have failed",90189,unrelated
"Extreme parenting is counterproductive",91891,disagree
"Do not drop sports program in undergraduate schools",92218,unrelated
"Students should live off campus",90329,unrelated
"Big banks are not out of control",90072,unrelated
"Wal-Mart can make us healthier",94215,unrelated
"Mother Teresa should be canonized",91566,unrelated
"It is fair to rate professors online",90682,unrelated
"It should be illegal to declaw your cat",91777,unrelated
"Foreign language classes should be mandatory in college",93449,discuss
"Drug addicts should be forced into treatment",91609,discuss
"Open office layout should be reconsidered",94425,discuss
"Prostituion is safer when it's legal",91159,unrelated
"New York's bike lanes are not working",91780,unrelated
"Police officers should be required to wear cameras",90551,unrelated
"Vaccination should be mandatory for all children",91218,disagree
"The U.S. should not work with Assad to fight ISIS",94426,unrelated
"Public preschool is a smart investment",90327,agree
"No, it can't denounce",90164,unrelated
"California doesn't need high-speed rail",92690,unrelated
"Vaccination should be mandatory for all children",91240,agree
"Rim should be raised",93977,agree
"Affirmative actions should be based on income",90373,unrelated
"Felons should be allowed to vote",93374,unrelated
"Brazil should not postpone Olympics",91345,unrelated
"Not to tip",92859,agree
"Affirmative actions should be based on income",94111,unrelated
"The U.S. should lift sanctions with Cuba",93515,unrelated
"College free for everyone",90518,unrelated
"Young people are being irresponsible by delaying the rituals of adult life",93208,unrelated
"No, it can't denounce",92967,unrelated
"People are getting dumber",94417,unrelated
"Voting should be mandatory",90892,unrelated
"It should be illegal to declaw your cat",93744,unrelated
"Dual citizenship should be allowed",90806,unrelated
"Voting should be mandatory",90606,unrelated
"Christians have created a harmful atmosphere for gays",90896,unrelated
"Salt should have a place at the table",91412,agree
"Overcrowding is a legitimate threat",90783,unrelated
"Let Export-Import Bank expire",93916,unrelated
"Prostituion is safer when it's legal",91269,unrelated
"Colorado didn't go too far with pot",92466,unrelated
"US should attack Syria",93655,unrelated
"Sport leagues should enjoy nonprofit status",92508,unrelated
"NATO should defend nonmbers",90666,discuss
"Drone attacks make more harm",91220,unrelated
"Do not stop taxing capital gains",92742,unrelated
"The bar is not too low to get into law school",93740,unrelated
"Legislation should not protect obese",94278,discuss
"Medical websites are dangerous",91721,unrelated
"Border is not secure enough",92046,disagree
"Internet gambling should be legalized",90808,unrelated
"Foreign language classes should be mandatory in college",91457,unrelated
"Brazil should not postpone Olympics",92268,unrelated
"Farm subsidies do not protect national security",92214,unrelated
"It should be illegal to declaw your cat",93834,unrelated
"Do not stop taxing capital gains",93514,unrelated
"The U.S. should lift sanctions with Cuba",90625,agree
"Open office layout should be reconsidered",94427,agree
"People are getting dumber",91471,agree
"Greece's anti-austerity government can succeed",92803,unrelated
"Parents should make vacation with kids",90832,unrelated
"Do not stop taxing capital gains",91809,discuss
"Comment sections have failed",93859,unrelated
"It is harder to be a celebrity now",93824,disagree
"Drone attacks make more harm",92443,unrelated
"Christians have created a harmful atmosphere for gays",93868,unrelated
"Comment sections have failed",92380,disagree
"Public universities are neglecting in-state students",90317,unrelated
"Foreign language classes should be mandatory in college",93677,unrelated
"Speech can be limited for public workers",91576,unrelated
"Non-Muslims help women by wearing hijabs",93947,unrelated
"Obamacare is not working",91449,unrelated
"Greece will destroy the Euro Zone",91736,unrelated
"Comment sections have failed",93415,unrelated
"Overcrowded national parks should have restricted access",93625,unrelated
"Economists are not overrated",90256,unrelated
"Foreign language classes should be mandatory in college",90397,unrelated
"The U.S. should lift sanctions with Cuba",91465,unrelated
"Court stenographers are necessary",93891,agree
"College should be free",91171,unrelated
"Royal Couple could be a modern family",93879,unrelated
"Legislation should not protect obese",92210,unrelated
"Not to tip",94202,unrelated
"Tenure protects bad teachers",92969,unrelated
"Guns should be permitted on college campuses",91680,unrelated
"Public preschool is a smart investment",94075,unrelated
"Google is a harmful monopoly",91953,unrelated
"Veganism is good for everyone",93856,unrelated
"We do not need more advice about eating well",92175,unrelated
"Extreme parenting is counterproductive",94030,unrelated
"Marijuana is a gateway drug",90479,unrelated
"Schoold day should be longer",90925,unrelated
"Electric cars will not succeed",93330,agree
"Overcrowded national parks should have restricted access",92665,unrelated
"Wealthy colleges deserve tax breaks",92839,unrelated
"Not to tip",92886,disagree
"Miss America is bad for women",91634,agree
"Voting should be a constitutional right",90010,unrelated
"No, it can't denounce",90882,unrelated
"College students' votes do matter in an election",93416,unrelated
"Police officers should be required to wear cameras",94330,unrelated
"Supporting Israel helps",91770,disagree
"Colleges do not need humanities programs",91900,unrelated
"Greece should abandon Euro",91772,unrelated
"No, it can't denounce",94421,unrelated
"College should be free",93949,disagree
"Dual citizenship should be allowed",92076,agree
"Foreign language classes should be mandatory in college",90601,unrelated
"Farms could survive without illegal labor",93729,agree
"Electric cars will not succeed",91198,unrelated
"Research papers are a useful excercise for college students",92552,unrelated
"New York's bike lanes are not working",91267,unrelated
"Unpaid intenship exploit college students",90384,agree
"Tenure protects bad teachers",92375,unrelated
"Home-schoolers should not play for high school teams",93543,unrelated
"No, it can't denounce",92669,disagree
"US should attack Syria",92313,unrelated
"Home schoolers deserve a tax break",94404,agree
"Companies can be trusted",90295,disagree
"Police is reacting to dangers",94133,unrelated
"TFA is not working",93821,unrelated
"Companies can be trusted",91546,unrelated
"Modern men are manly enough",91012,disagree
"Former colonial powers should not pay reparations",94046,unrelated
"Voting should be a constitutional right",90727,unrelated
"Former colonial powers should not pay reparations",93108,unrelated
"New York's bike lanes are not working",94252,unrelated
"Modern men are manly enough",90286,unrelated
"Online classes are not the best way to teach",92824,unrelated
"People are getting dumber",91753,unrelated
"Germany should abandon the Euro",91173,unrelated
"Miss America is bad for women",92812,unrelated
"No, it can't denounce",91050,unrelated
"Fraternities and sororities should be co-ed",91699,unrelated
"Iran can help the U.S. In Syria",92895,unrelated
"Jail record should be an employer's first impression",93010,unrelated
"Supporting Israel helps",93483,unrelated
"Overcrowding is a legitimate threat",90815,unrelated
"The threat has been exaggerated",92563,unrelated
"Legislation should not protect obese",91011,unrelated
"Marijuana is a gateway drug",93267,disagree
"Turkey belongs to NATO",90350,unrelated
"Helping condo developers help the city",92291,unrelated
"Greece will destroy the Euro Zone",91800,unrelated
"Tenure protects bad teachers",94017,unrelated
"Economists are not overrated",91712,unrelated
"Women should be encouraged to have kids at home",92728,agree
"The U.S. should not work with Assad to fight ISIS",93335,unrelated
"Parents should help their children with homework",94406,unrelated
"Fraternities and sororities should be co-ed",91308,unrelated
"Rich politicans are less corruptible",91918,unrelated
"Voting should be mandatory",92829,discuss
"Research papers are a useful excercise for college students",91259,unrelated
"Let Export-Import Bank expire",91880,discuss
"Pollings do no undermine democracy",93057,unrelated
"Companies can excel without making workers miserable",94396,unrelated
"The bar is not too low to get into law school",93732,unrelated
"Big banks are not out of control",93169,unrelated
"Sport leagues should enjoy nonprofit status",92500,unrelated
"Modern men are manly enough",93646,unrelated
"The U.S. should lift sanctions with Cuba",92899,unrelated
"The threat has been exaggerated",92640,unrelated
"New York's bike lanes are not working",93945,unrelated
"People are getting dumber",91448,agree
"The U.S. Embassy should be moved from Tel Aviv to Jerusalem",92979,unrelated
"Felons should be allowed to vote",90179,unrelated
"Germany should abandon the Euro",93856,unrelated
"Police is reacting to dangers",91365,unrelated
"Comment sections have failed",90697,unrelated
"Globalization has not ruined street style",94379,unrelated
"New York's bike lanes are not working",93946,unrelated
"Turkey belongs to NATO",94236,unrelated
"Legislation should not protect obese",90546,unrelated
"The bar is not too low to get into law school",90379,unrelated
"Organic food is not worth the expense",93028,unrelated
"Obamacare is not working",91168,agree
"The threat has been exaggerated",92737,unrelated
"Parents' religious beliefs should allow them to refuse medical care for their children",93859,discuss
"Big banks are not out of control",91898,unrelated
"Open office layout should be reconsidered",92206,unrelated
"Keep selling arms to Taiwan",91614,unrelated
"Electric cars will not succeed",92813,unrelated
"Extreme parenting is counterproductive",93402,unrelated
"We do not need more advice about eating well",94298,unrelated
"Not to tip",94266,unrelated
"College should be free",90223,unrelated
"Obamacare is not working",92088,unrelated
"Reality shows are not worse than other TV",93416,unrelated
"Supporting Israel helps",94253,unrelated
"The U.S. should not work with Assad to fight ISIS",90839,unrelated
"We don't need libraries",94394,unrelated
"Immigration is not really a problem",91726,unrelated
"Democracies should have monarchs",94205,unrelated
"Companies can be trusted",92402,unrelated
"Reality shows are not worse than other TV",92144,disagree
"We don't need libraries",94126,unrelated
"Privatization is a bad deal for cities and states",92264,unrelated
"Nuclear power is not the answer to climate change",92296,unrelated
"Internet gambling should be legalized",90929,unrelated
"Do not drop sports program in undergraduate schools",93285,unrelated
"Europe should not shun refugees",93271,unrelated
"Fees are necessary",94412,unrelated
"Home schoolers deserve a tax break",91744,unrelated
"Royal Couple could be a modern family",92328,unrelated
"Same-sex colleges are outdated",90223,disagree
"Parents' religious beliefs should allow them to refuse medical care for their children",93873,disagree
"Marijuana is a gateway drug",93259,discuss
"Google is a harmful monopoly",91548,agree
"It should be illegal to declaw your cat",91476,unrelated
"Economists are not overrated",91186,unrelated
"Iran doesn't remain a threat",91425,unrelated
"Vaccination should be mandatory for all children",90754,unrelated
"Modern men are manly enough",91027,agree
"Foreign language classes should be mandatory in college",90667,unrelated
"Pollings do no undermine democracy",90776,unrelated
"Tenure protects bad teachers",92290,unrelated
"Dual citizenship should be allowed",92083,agree
"Big banks are not out of control",94101,unrelated
"No, it can't denounce",91810,unrelated
"3-D printing will change the world",90148,disagree
"Felons should be allowed to vote",94210,agree
"Voting should be mandatory",92063,unrelated
"Not to tip",92629,unrelated
"Keep selling arms to Taiwan",94331,agree
"The U.S. should lift sanctions with Cuba",91043,unrelated
"Beachfront homes should have to open their land to the public",90998,agree
"Drone attacks make more harm",92082,unrelated
"Tracking kids does not invade privacy",92196,unrelated
"All immigrants should get ID cards",94185,unrelated
"Opioid training should be mandatory",93881,unrelated
"Greece should abandon Euro",91285,unrelated
"Marijuana is a gateway drug",93247,disagree
"Royal Couple could be a modern family",92557,unrelated
"Government should not regulate airline industry again",91497,discuss
"Obamacare is not sustainable",93772,unrelated
"Veganism is good for everyone",92351,unrelated
"Rim should be raised",92546,unrelated
"Casinos are not too much of a gamble",90380,unrelated
"Sport leagues should enjoy nonprofit status",91666,unrelated
"Christians have created a harmful atmosphere for gays",93276,unrelated
"Supporting Israel helps",90653,unrelated
"No, it can't denounce",91802,unrelated
"The Atlantic coast should be opened to drilling",91100,disagree
"It should be illegal to declaw your cat",90495,unrelated
"Young people are being irresponsible by delaying the rituals of adult life",93526,unrelated
"No, it can't denounce",92927,unrelated
"Medicare doesn't need to be reformed",90939,unrelated
"Parents should control what kids learn at school",94086,unrelated
"Tenure protects bad teachers",92673,agree
"Privatization is a bad deal for cities and states",92304,unrelated
"No, it can't denounce",90728,unrelated
"Happy hour should be banned",94194,unrelated
"People are getting dumber",92798,unrelated
"Colleges do not need humanities programs",90175,unrelated
"Comment sections have failed",92371,disagree
"Do not stop taxing capital gains",93831,unrelated
"Parents should make vacation with kids",92054,unrelated
"The threat has been exaggerated",92513,unrelated
"We don't need the C.I.A.",90570,disagree
"School librarians are expendable",92222,unrelated
"Abolish Birthright Citizenship",93540,disagree
"Drone attacks make more harm",93346,discuss
"Supporting Israel helps",91796,disagree
"Supreme court is not too powerful",92496,agree
"The threat has been exaggerated",91130,unrelated
"Europe should not shun refugees",90905,unrelated
"Companies can excel without making workers miserable",93167,unrelated
"Businesses should be allowed to have new employees sign noncompete deals",93055,unrelated
"Open office layout should be reconsidered",94246,unrelated
"Keep selling arms to Taiwan",94326,agree
"Greece will destroy the Euro Zone",92251,unrelated
"Modern men are manly enough",93009,unrelated
"No, the laws should not be toughened",93701,unrelated
"Miss America is bad for women",91629,agree
"Queen Elizabeth II should not step down",92457,disagree
"Electric cars will not succeed",90160,unrelated
"3-D printing will change the world",90771,unrelated
"Comment sections have failed",92732,unrelated
"Home schoolers deserve a tax break",91771,unrelated
"Businesses should be allowed to have new employees sign noncompete deals",91664,unrelated
"Parents' religious beliefs should allow them to refuse medical care for their children",93002,unrelated
"Home schoolers deserve a tax break",94393,discuss
"Voting should be a constitutional right",90467,unrelated
"Wal-Mart can make us healthier",91573,disagree
"Wealthy colleges deserve tax breaks",90215,discuss
"Parents should make vacation with kids",93428,unrelated
"Farms could survive without illegal labor",93707,discuss
"Comment sections have failed",92979,unrelated
"The threat has been exaggerated",92974,disagree
"The bar is not too low to get into law school",94413,unrelated
"Young people are being irresponsible by delaying the rituals of adult life",90443,discuss
"All immigrants should get ID cards",93673,unrelated
"Greece will destroy the Euro Zone",90339,unrelated
"New York's bike lanes are not working",91722,unrelated
"No, it can't denounce",92546,disagree
"Technological innovation is creating better worlds",93002,unrelated
"Do not stop taxing capital gains",94202,unrelated
"Border is not secure enough",92677,unrelated
"Economists are not overrated",94054,agree
"Colorado didn't go too far with pot",94160,agree
"Salt should have a place at the table",93842,unrelated
"Overcrowding is a legitimate threat",90317,unrelated
"Overcrowded national parks should have restricted access",94435,unrelated
"Salt should have a place at the table",90567,unrelated
"The U.S. should lift sanctions with Cuba",90032,unrelated
"Businesses should be allowed to have new employees sign noncompete deals",92787,unrelated
"Colorado didn't go too far with pot",93452,unrelated
"Obamacare is not working",90152,unrelated
"Do not stop taxing capital gains",90845,unrelated
"New York's bike lanes are not working",90513,disagree
"Technological innovation is creating better worlds",93630,unrelated
"Iran doesn't remain a threat",92869,unrelated
"Felons should be allowed to vote",94220,disagree
"Iran doesn't remain a threat",90243,unrelated
"The bar is not too low to get into law school",90492,unrelated
"School librarians are expendable",91695,unrelated
"Comment sections have failed",92374,disagree
"Christians have created a harmful atmosphere for gays",92481,unrelated
"Extreme parenting is counterproductive",91916,discuss
"It should be illegal to declaw your cat",92975,unrelated
"Royal Couple could be a modern family",90133,discuss
"Writing can be assessed",90339,discuss
"Sport leagues should enjoy nonprofit status",91754,unrelated
"Activists can be politicians",90895,agree
"Companies can be trusted",90778,unrelated
"Let Export-Import Bank expire",90249,unrelated
"We do not need more advice about eating well",92621,unrelated
"TFA has not raised the status of teachers",90177,unrelated
"Public universities are neglecting in-state students",91788,unrelated
"Miss America is bad for women",91635,disagree
"Comment sections have failed",90595,unrelated
"Drug addicts should be forced into treatment",92155,unrelated
"Do not drop sports program in undergraduate schools",90789,unrelated
"High school should last six years",93168,discuss
"Economists are not overrated",90258,unrelated
"Wal-Mart can make us healthier",92764,unrelated
"Activists can be politicians",93554,unrelated
"Doping should be allowed",90549,unrelated
"No, it can't denounce",94344,unrelated
"Parents should control what kids learn at school",90177,unrelated
"Comment sections have failed",92349,agree
"Dual citizenship should be allowed",91416,unrelated
"It should be illegal to declaw your cat",90672,disagree
"Mother Teresa should be canonized",90159,unrelated
"People are getting dumber",91458,agree
"Teachers do not need to have experience",92068,unrelated
"The U.S. Embassy should be moved from Tel Aviv to Jerusalem",93098,unrelated
"Overcrowding is a legitimate threat",91221,unrelated
"Do not drop sports program in undergraduate schools",94301,agree
"Not to tip",90266,unrelated
"Greece's anti-austerity government can succeed",90648,discuss
"No, it can't denounce",90898,unrelated
"No, it can't denounce",90138,unrelated
"Parents should control what kids learn at school",94306,unrelated
"It should be illegal to declaw your cat",90699,agree
"Foreign language classes should be mandatory in college",90317,unrelated
"Women should delay motherhood",92253,unrelated
"Tenure protects bad teachers",93224,unrelated
"Non-Muslims help women by wearing hijabs",93748,unrelated
"Police is reacting to dangers",93393,unrelated
"It should be illegal to declaw your cat",90678,disagree
"We should manipulate our dreams",93837,disagree
"Machines are gaining the upper hand on humans",93508,agree
"Greece's anti-austerity government can succeed",90644,agree
"Privatization is a bad deal for cities and states",93620,unrelated
"Farms could survive without illegal labor",93199,unrelated
"Open office layout should be reconsidered",90345,unrelated
"Farms could survive without illegal labor",93692,agree
"Immigration is not really a problem",94349,unrelated
"Vaccination should be mandatory for all children",91050,unrelated
"No, the laws should not be toughened",91266,agree
"Foreign language classes should be mandatory in college",90339,unrelated
"Opioid training should be mandatory",93567,agree
"The bar is not too low to get into law school",91926,unrelated
"No, it can't denounce",92554,disagree
"Women should delay motherhood",92034,disagree
"College free for everyone",94027,discuss
"Apps can be used to treat depression and anxiety",92637,unrelated
"It should be illegal to declaw your cat",90947,unrelated
"Technological innovation is creating better worlds",91071,unrelated
"TFA has not raised the status of teachers",93992,unrelated
"Colleges do not need humanities programs",93111,unrelated
"Courts should not recognize a right to plural marriage among consenting adults",93074,unrelated
"Colleges do not need humanities programs",91442,unrelated
"Unpaid intenship exploit college students",90383,agree
"It is fair to rate professors online",91210,unrelated
"Marijuana is a gateway drug",91022,unrelated
"The U.S. should lift sanctions with Cuba",93023,unrelated
"It should be illegal to declaw your cat",93606,unrelated
"Guns should be permitted on college campuses",90972,unrelated
"Electric cars will not succeed",91660,unrelated
"College should be free",92939,unrelated
"Rich politicans are less corruptible",90541,unrelated
"Crime can be ethically predicted",93735,unrelated
"Democracies should have monarchs",93368,unrelated
"Olympics are more trouble",90224,unrelated
"Home schoolers deserve a tax break",92694,unrelated
"Comment sections have failed",90721,unrelated
"Wealthy colleges deserve tax breaks",91300,unrelated
"Opioid training should be mandatory",90689,unrelated
"The bar is not too low to get into law school",93799,unrelated
"Globalization has not ruined street style",92226,unrelated
"Do not stop taxing capital gains",91839,discuss
"Modern men are manly enough",94126,unrelated
"Ruining",90527,unrelated
"Drug addicts should be forced into treatment",92794,unrelated
"Social media encourage romance",93590,unrelated
"Non-Muslims help women by wearing hijabs",92186,disagree
"Colorado didn't go too far with pot",93640,unrelated
"Vaccination should be mandatory for all children",90804,unrelated
"State citizenship is not the answer to immigration reform",92795,unrelated
"Drone attacks make more harm",93351,disagree
"We do not need professional critics",93805,unrelated
"Helping condo developers help the city",92570,unrelated
"Companies can excel without making workers miserable",92268,unrelated
"It should be illegal to declaw your cat",90716,discuss
"Schoold day should be longer",93128,unrelated
"Obamacare is not sustainable",92864,unrelated
"Rim should be raised",93155,unrelated
"College should be free",93943,agree
"Same-sex colleges are outdated",93087,unrelated
"It should be illegal to declaw your cat",90695,agree
"Parents should help their children with homework",92978,unrelated
"College students' votes do matter in an election",93179,discuss
"Do not stop taxing capital gains",91819,disagree
"Not to tip",92897,discuss
"Drug addicts should be forced into treatment",91600,disagree
"Schoold day should be longer",93501,disagree
"Not to tip",92893,discuss
"Parents' religious beliefs should allow them to refuse medical care for their children",93841,disagree
"'Starchitects' are not ruining cities",90977,unrelated
"Companies should be allowed to patent genes",93874,unrelated
"No, it can't denounce",94343,unrelated
"Voting should be a constitutional right",93581,agree
"Dual citizenship should be allowed",92084,discuss
"Greece will destroy the Euro Zone",94284,unrelated
"Immigration is not really a problem",92627,unrelated
"Electric cars will not succeed",93301,disagree
"New York's bike lanes are not working",90478,agree
"Home-schoolers should not play for high school teams",90015,unrelated
"Immigration is not really a problem",93927,unrelated
"Economists are not overrated",92400,unrelated
"Home schoolers deserve a tax break",94385,discuss
"Drug addicts should be forced into treatment",90146,unrelated
"Queen Elizabeth II should not step down",94134,unrelated
"Europe should not shun refugees",92136,disagree
"Beachfront homes should have to open their land to the public",91134,unrelated
"Home schoolers deserve a tax break",90162,unrelated
"Abolish Birthright Citizenship",91771,unrelated
"Drug addicts should be forced into treatment",93984,unrelated
"Young people are being irresponsible by delaying the rituals of adult life",90419,agree
"Companies can be trusted",90311,disagree
