Body ID,articleBody
90961,"New Hampshire has never had the education of it's youth as a valued enterprise. My dad used to hire a diligent high school student during summers and because his parents were simply not supportive he had to walk over three miles year round in all sorts of weather just to get the bus to school. Hopefully it made him a stronger person but sadly current attitudes toward teachers and public education are devaluing the strength of this country."
90962,"I live in New Hampshire most of the time and all I can say is that this doesn't surprise me. The right wing has taken over the state and as far as they're concerned education is a waste of time because gravity doesn't exist and global warming only has something to do with sexual dysfunction."
90963,"My comprehensive high school sex education course was one of the most valuable to me of all my subjects. My high school classmates and I were the guinea pigs for the pilot program at LSU's University Lab School in 1953. The course was quite comprehensive. It covered the mechanics, contraception, VD, prostitution, deviant sexual behavior. I don't recall the word abstinence being used. However, the teacher, J.Q. Long, emphasized that sex should be more than a physical act with potentially serious consequences, physical and psychological, and was not to be undertaken casually. Twenty-five years later I was amazed when some parents in my children's school in Michigan objected to the sex education courses which I'm pretty sure were less comprehensive than mine thirty years before in Louisiana."
90964,"I challenge a New Hampshire liberal who has a child with a well-developed sense of humor to object to all sorts of things in his or her school's curriculum. What every curriculum needs is more discussion of Thomas Jefferson's love life, for instance, or alternative theories of how Warren Harding met his maker (some say his wife had just had enough). Teaching children about atoms is misleading because atoms are made up of so many even smaller particles. Insist that kids be allowed to write and sing songs about leptons and quarks and draw pictures of neutrinos. Go nuts. Insist that children be taught that because Shakespeare and Cervantes died on the same day, they must have been the same person! Also, that when they read 'Uncle Tom's Cabin,' they must refer to it as 'Uncle [the T word]'s Cabin,' because some words are just too hurtful. This is just a starter list. I'm sure you can think of many more. Anyone who wants to free-lance education on my dime deserves to end up spluttering in red-faced rage. And that's all I have to say about that."
90965,"Obviously they SHOULD NOT. Such people are often narrow minded and ignorant, and want to keep their children the same way. How a state would write such a law says something about the sickness of their legislature. How about parents who DON'T LIKE ANYTHING? Will the school have to write an entire curriculum for them and assign a teacher to work with this child and teach whatever worthless nonsense the parent's desire?"
90966,"I'd just like to see the curriculum. Too many times, the syllabus for any given course is behavior focused with no mention of the topic material to be covered. I also have to agree with one of the commentators below. Language Arts and similar classes are not academically challenging for good readers because of the need to accommodate those who struggle. I don't object to helping those who struggle but I would certainly let my child opt out of classes where he/she does not learn anything new. I'd also opt out of the character education training, which too often, requires students to respect everyone's opinion."
90967,"It is not easy to understand how Religion has exerted such influence in this country. There is not a single country - that I know of - in Eastern or Western Europe where the Head of State feels obliged to end every official speech with a sentence like 'God Bless [Insert any country name]'. It is not only an offense to those who are not believers, agnostics, atheists etc, but also an indirect indoctrination of the population to adopt religion as a value entity. No such country either, within or without the euro, has a currency bill or coin bearing the words In God We Trust. It is true that this country was started by Europeans escaping famine and, many times, religious persecution in their homeland. But one would hope that, after more than 400 years from its humble beginnings, the country that leads the world in science, technology and wealth would have dispensed with the tools that kept up hope in its persecuted refugees. True religion should be practiced in one's strictest privacy. Any public advertising should be considered profit-oriented business and taxed accordingly."
90968,"There are many things that I find objectionable. Intellectual sloth, for one. The dumbed-down science and mathematics. The teachers' sloppy grammar and spelling. The language study that never gets beyond tourist phrases and insincere smalltalk. The pathetically underequipped half-efforts that pass for art classes. Why fear fringe lunatics? Are not the rigorists among us strong enough to make requests of our own?"
90969,"What will these students do in life when they don't have the ability to opt out of something they disagree with? One of the important lessons learned in schools is that we are different, but that is not necessarily a bad thing. We are setting our children up to be unable to adapt to change. Speaking as a teacher, we are also making teaching an even less appealing profession. We already have to accodomate and modify based on IEPs and languages, and mandated testing. What other profession gets so much input from those outside the profession? Do people go to their doctors and tell them how to treat their problems? Give advice to their lawyers or accountants? Teachers are professionals and should be treated as such. Many of us have masters degrees and just want to work with kids, to help them learn and grow. We are impeded in that by so many factors, and this law is another one."
90970,"One of the horrible developments of the internet age is that people can actively avoid those topics they do not agree with or which cause them distress. One of the fundamental issues facing our society is that this avoidance of intellectual conflict leads to STUPID people, and an unwillingness to compromise for the betterment of society. Civil relations and critical thinking are dead under this model. Pick and Choose should be OPPOSED at ALL LEVELS. The only thing I have to say about getting old is that it is likely I will be dead and buried before this country implodes in a holocaust of partisan hate. But it will come."
90971,"I think that teachers should teach what there assinged to teach. Teachers have gone to school for this and this is what they do for a living. So they probably know what they're talking about. If you dont like what teachers are teaching in public schools then you should probably enroll your kid in a private school"
90972,"This is nuts, and yet another reason why home-schooling should be outlawed. While the 1% of homeschooled kids who turn into raging sucess stories is always trotted out, the end result is largely unsocialized ignoramuses. It's the mental equivalent of allowing kids to opt out of vaccinations--bad for them and even worse for society at large."
90973,"Interesting that New Hampshire, famous for not wanting to pay for social programs that other states consider essential, has committed to a bottomless pit of customized education for every single child. Maybe tis will have all the country's wingnuts moving to NH to raise their kids? No wonder the Man on the Mountain fell off."
90974,"This is totally unmanageable from the teacher's end, and will make it very unfair for student evaluations of whether the educational goals have been attained. Teacher evaluations are based on the success of their students, often on standardized tests, so how could such be managed? There are knowledge of facts, ability to reason, and skills that all citizens who have reasonable brain development need to function in the various roles of life. These should be taught in school, no matter what the prejudices of the parents may be."
90975,"Come on, the wealthy deserve exclusive access to all of our beaches and public lands. Remember they are the important ones who provide for everyone else. The remainder of our population should be busy working and not spending their time unproductively on things like going to the beach or parks with their families."
90976,"The wealthy have excelled at positioning their homes so they have the best views of the ocean, the mountains, the lakes, and the forests. Isn't that enough? Why do they fell entitled to prevent anyone else from access to our natural landscape? The Romans were right, public beaches for all!"
90977,"I am not now, nor Have I ever been a beach person. I have often commented that beach front property would be wasted on me, and those who most want it and are willing to pay for it should have it. I do, however, believe that private ownership should be limited to the spaces above and adjoining the beaches. Public access to the beach seems to be a no-brainer. I believe we should also make these private owners of beach adjacent property responsible for rebuilding their own homes when the next storm or tsunami comes their way. Beach cottages used to be ramshackle affairs, built on sticks, with second hand wicker furniture. Now the hoipolloi builds mega million dollar mansions, filled with great furniture and art on the beach. Surprise surprise, your house got washed a way again. The Federal Government should stop encouraging and supplementing people who build irresponsible sand castles on foundations of sand."
90978,"Most beach communities have public beaches and private land. I don't see why that's a problem, frankly; it is a problem if people begin believing that 'what's yours is mine,' unless you want people to then begin believing that your home is also theirs because they like it, or your living room couch should be theirs because it's 'welcoming.' Unless you're a communist; then it makes sense."
90979,"Private beach, insane. Each morning I get up and walk miles along the beach and the council takes time to look after it. The surf club make sure I am safe when I swim between the flags. What more do Americans want, part of the air? Look what I own...sand."
90980,"One need not read any of these articles to know the answer to the question, 'should those with beach front homes have to open their land to the public?' because the answer is an emphatic no. Odds are that anyone who owns beach front property so alluring that total strangers would want to indulge in it is probably pretty well off, and in 21st century America nothing is more precious than safeguarding the rights and interests of those who are well off. The rich own businesses and factories, they create jobs, fuel the economy, and if they should run ever run afoul of insignificant things such as environmental law, then let's be honest, it's their water and their air that they so generously share with the rest of us, so why shouldn't they be allowed the occasional beachfront sanctuary to wash away their heavy burdens."
90981,"From the Ocean State, with a few beaches here of our own, and laws protecting rights of way to the shoreline dating back to colonial times, we must not let money dictate access. I see obscene sums of money thrown at efforts to overthrow ancient public access rights. Every rich out of towner shows up, buys property that has allowed public access of one kind or another for centuries, and then does their damnedest to change the rules. Hey pal, you're a smart guy, you knew what you were buying! On the other hand, I think members of the public should respect the adjacent property owners by keeping litter, noise and nuisance to a minimum. The only thing that I know that can close a beach to access here is piping plovers hatching."
90982,"I would go even further. Making all beaches public, and requiring public access to all beaches WITHOUT the beach-goer having to pay a fee to get to the beach. FOr instance, the NOrthern California coast is spectacular, north of San Francisco. I find it offensive to come to a place like Sea Ranch, and find that all the pullouts along highway 1 in this area, from where one can walk to the beach, require you to pay a fee to park. So, unless you are traveling the highway without a car, there is no way to access the beach at Sea Ranch without paying a fee. THis should be forbidden. In my view, we should also prevent people from being able to buy land within a certain distance of the water in areas that remain undeveloped, in order to better preserve these undeveloped areas."
90983,"Those who privatize access to our shore lines are the first in line for public assistance when floods and hurricanes damage their private refuge. I live on the Boise River in an area that has kept access open to the public. Just downstream, a fence cuts off access to the river thanks to a handful of homeowners have turned the banks of the river into their private back yard. This would be impossible without the publicly funded Corp of Engineers and other public agencies that control river levels through dams and regulations. Last time the river became a bit unruly, the national guard was called out to move earth and place sandbags to protect these areas. If you receive or need public help, then you need to provide public access."
90984,"Surfers were are the forefront of pushing for e. coli monitoring, and many of them learned enough to serve as monitors, themselves. Eventually, the state government formalized the system. Unfortunately, the combination of budget cuts has taken the state beachwatch system offline. With increasing restrictions on access by surfers (those who actually have the greatest exposure to, and interest in, pollution levels), there is a dramatic drop in public information about the health of California seawater quality. Beachgoers are left to guess whether the coliform level is dangerous to the general public or not. considering what CA has spent in nationwide ads to draw tourists (I see those ads in PA), it's a great shame that they are making so many choices that undermine the health of the water, the beaches, and thus, the beachgoers."
90985,"People buy (and steal) fine art and then lock it up in a private viewing area for the same reason they block access to rare and beautiful beaches, river fronts, etc.: They want the gratification of saying and knowing, 'This is mine alone. I have this and you don't and can't'. Let's not forget that the constitution was written, for the most part, by the wealthy. 'Radix malorum est cupiditas' (greed is the root of all evil) 'Pardoner's Tale', Chaucer"
90986,"What we need to do is stop repairing the sand dunes at taxpayer expense. As the Ocean sweeps all the billionaires out to sea the public will be able to access the new beach since I don't believe a property's ower has land rights if all his land is underwater."
90987,"Mr. Breemer's article has a strong scent of dishonesty. As noted by numerous other posters this is dispute about easements and not ownership. If a private company owned a parcel of land for which there was no reasonable access would they not sue to create access to their property? This frequently happens with extraction industries. Perhaps Mr. Bremer would like to explain why it is different with public lands?"
90988,"When a hurricane hits and the beaches are damaged, it is the tax payer who pays to have the beaches restored. Why do beach house owners believe they can cut off access to a beach when it is the tax payers who pay to maintain it? If they refuse to allow access to the beach, and the local police departments ticket & tow cars parked on the street owned by out of towners using the beach, then the government should exercise eminent domain, kick the owners to the curb and raze the houses. The beach and the ocean belong to everyone, and everyone should have full and free access. FREE access. Don't get me started on towns that have the nerve to charge a fee to allow people the privilege of sticking their toes in the sand. That is absurd, too."
90989,"I would argue that, at least on the Gulf Coast, the government DOES compensate coastal residents for the use of their land. They are compensated in the form of aid whenever a hurricane destroys their beach houses. Seems to me a small price to pay to allow people to walk on the beach behind your house. (I would, however, understand if beachfront owners pushed for strict rules concerning the use of those beaches: curfews, open container rules, and that sort of thing). . Me, I'll avoid the whole problem when I buy a weekend house for my family. We'll buy on a lake instead of on the ocean. No beach to worry about, and no hurricanes...."
90990,"If some rich curmudgeon buys all the land around a public school can he then deny access to the kids? Access should be guaranteed: if the landowner won't sell a piece of his property leading to the public area, it should be confiscated; case closed."
90991,"Do laws of prescriptive easement not apply to the road this fellow closed off? It is my understanding that if a precedent has been set by allowing people to use such a route for a certain number of years then it is nearly impossible to close such down, even if you have recently purchased it. The previous owner by allowing such access has established a route for people to get to the beach which is owned by all of us."
90992,"Billionaires think they can get away with anything in stealing public rights, and their lawyers construct arguments in defense of that theft so laughable they would be failed in any law school class they dared present them in. These people have lost touch with the reality of the rest of us in a way comparable to that of any aristocracy in human history. And just like people stood up to the aristocracy in the great European revolutions of the 17th and 18th century, so we have to stand up to the new aristocracy in the 21st. We have to start somewhere - why not with ignoring these fat cat attempts to block our beach access with armed guards."
90993,"'In some locations along California's coast, locals already exclude non-locals from the best surf breaks ...' Wow. Just Wow. Surf breaks are a public resource, being IN THE OCEAN. The methods used to enforce this exclusion are verbal abuse, vandalism, aggressive surfing, leash-grabbing, and violence. Did Reed Watson just endorse the use of violence to exclude people from public waterways? What methods would he approve of? Do other people get to decide whether they want to keep Reed off public property?"
90994,"What exactly is the point of preserving the pristine character of beautiful beaches if the only people who can afford to enjoy them are the uberwealthy people who own them? The value of such scarce natural resources is so high that it really shouldn't be affordable for any one person to own them. Because, once a beach leaves the public domain and becomes the private property of one person, the benefits of that beach are the right of that person to enjoy (and charge others for or restrict others from) in perpetuity. In my opinion, beaches all over the country should be declared public property"
90995,"Beeches and access to them should be open to all. For those that argue the rights of private property and the free-market solutions they should remember it when it comes to flood insurance and disaster relief. The public should not have to open their purse for others sho build homes on what should be public commons."
90996,"Allowing maximum access does not cause maximum use. It distributes use over a broader set of beaches, actually reducing crowding. Further, people don't change rental-car oil because that is the contractual responsibility of the rental company. It is not akin to a commons. The shore is a commons and the public has both the right to enjoy it and he responsibility to protect it."
90997,"By this logic, we should privatize air, and let the free market work out whether or not a private entity can poison it. Oh wait, that is our current law. Silly me. But really, why not let industry settle on the coast and let the market decide just what it can dump into the waters that wash up next door in public lands and residential areas? Oh wait, we do that too. I guess you've already won, dude."
90998,"I grew up in Malibu and my family still lives there. I have no problem with public access to beaches, what I do have a problem with is public access with no public facilities - ie. restrooms and trashcans. I can't count the number of times my family picked up litter on the beach in front of our home or emptied the overflowing, un-maintained public trash cans at the access. The public has a right to the beach, but I'd like to think I have a right not to step off my front steps into another persons excrement. Disgusting."
90999,"Maine and several other eastern states define private ownership out the mean low tide level. Water covered zones are open to fishing, fowling, and water-borne navigation, but not recreation. I certainly support the idea of public access, especially in areas where barrier reefs and islands naturally move around. I don't think your typical Maine coast solid-rock ledge is in that category."
91000,"I would say if private owners insist that the public not be allowed access to public beaches, IE: high tide marks. All recovery of private property because of natural disaster be nullified. My tax dollars pay for these folks to recover loses due to their choice to build in obviously unstable environments. Therefore if the public may not cross their property to access the public lands; the Federal government should not be obligated to insure and/or pay for their loses. Enough government subsidies of private luxury, private beaches."
91001,"'I got messed up by my feminist mom in the 1970s, who taught me that gender was a social construct. I can't believe that social experiment went on as long as it did, since it's clear by month six of having a child that William does not want a doll.' I'd encourage you to look at the current state of research on gender differences, which suggests that although there are small innate differences between baby boys and baby girls, most subsequent differences are the product of socialization. We start to socialize children the minute they're born. By month six, your baby has had six months of socialization - not much, granted, but enough that you can't conclusively describe preferences exhibited at that age as intrinsic. Most parents, especially those with traditional gender roles in mind, will react differently when their baby boy accepts a doll, and when their baby girl does. Don't you think that makes a difference to kids?"
91002,"Is this 'debate' actually in the NY Times? Or is my computer acting funny and I'm actually just reading People/Us Weekly/some other very lowbrow publication that caters to the lowest common denominator, including antiquated notions of gender roles that intelligent society has supposedly move past??"
91003,"A well groomed man is not un-manly. A real man does not need to look like big foot and act like a neanderthal to be manly. Manliness is stepping up to ones responsibilities without question, being courteous, gracious and fair. A real man is not afraid to be gentle, kind and helpful. A real man is confident enough in his manliness to not care if anyone thinks he is manly enough!"
91004,"I find American men to be more mainstream, more conformist than ever. I don't find anything sensitive or feminine about them at all. Men today are not in touch with their feminine sides on any level. Life and pop culture is more all macho 24/7 competition, competition, competition like a sports event than ever. I really don't know where you think you see this loss of 'masculinity'."
91005,"What on earth does Self-reliance have to do with masculinity and conservatism? I'm a liberal gay man who knits and gardens but I also can fix a sink and a toilet and I do all of the repairs on my bikes. (Yeah and I learned bike repair mostly from feminist women.) Don't blame your right-on-feminist mom for your own decisions and also don't blame the gender constructs. We decide at different points in our lives what life skills are worth learning and what are not: should I learn to fix the plumbing or learn to cook better so I'm not always ordering takeout?"
91006,"I am doing my part, except I do not do plumbing or other domestic chores. The house is for the woman to deal with, that is what I give her money for. She advises that a husband with money is the perfect tool for any job. I go hunting & fishing. My sons are even more macho, they do what I do and both have taken to endurace sports (triathlon, marathon, mountain biking, etc.) and martial arts (krav maga, judo (Gracie), and boxing). One is a master class sporting clays shooter and I am A class. The boys do things like fly fish on Mongolia and hunt elk in the Rocky Mountains."
91007,"Beaming with pride as my he-man, PhD, is laying yet another hardwood floor in our house. Forget about fixing toilets (which is does with ease), this guy can restore vintage cars, build a redwood strip canoe, and put the second story on our first house! And he raised two sons who are brilliant, great dads, sensitive guys and can fix anything that is broken. One is a painter (artist type) and one is a psychiatrist. Ladies, you CAN have it all, but it takes very very careful choosing, let me tell you. And yes, the 70's was full of rigid thinking about gender, which totally ignored the 'evidence on the ground'. Can't wait to read the rest of the articles."
91008,"Well let's stop making men out to be sexist, careless idiots to start. I laugh at every commercial on TV now that has an idiot in it. Always the male, and 99% of the time, a white male. People want it both ways. We want men to be men and take care of things. For instance, when it is time to pick up the check, the man is EXPECTED to be a MAN and pay for it. At the same time, in the work place, EQUAL PAY is expected but when out of work, equal spending is a no-no. I just laugh..."
91009,"Not being from New York, maybe this discussion isn't meant for me, but I have to weigh in. I grew up in the country, on a farm, with a man for a father. He taught me to be like him: wake up early, work hard, eat a good meal, go to bed, repeat. He taught me that it is the responsibility of the strong to stand up for the weak, to do the right thing because it's right and not because someone is watching, to treat everyone with respect even if you loath them. He taught me how to shoot a gun, how to hunt, and the responsibilities that each of those carry with them. He raised me to be better than him, because that is the mark of a good man: leaving things better than you found them. So, to me, if a man does all of these things, he's a manly man even when he's getting a manny peddy. (don't know if I spelled that right because I've never had one.)"
91010,"I've watched for years with dismay the war between the professional women and the stay at home moms. Now it's the mens' turn? Can't we just leave people alone to live in a manner that suits them best and makes them happy? Why is it even important to others? What we need is a hefty dose of self-esteem so that we don't care how someone else chooses to live. If it doesn't hurt anybody, why would you care how your neighbor chooses to conduct his or her life?"
91011,"More of the ongoing trend of upending the natural order as G-d intended. First women trying to be men now men behaving like women. Not a good recipe for the future of our society/civilization. When men can bear children this whole issue will gain legitimacy, otherwise, who cares? In a society where anything goes, the direction is usually down"
91012,"I agree with you, comrade author. I also think that it is civilization that turns men into women. I have an example. In cities like Moskow or St. Petersburgh sometimes you can't gistinguish men from women. But not in the province. The harder our life the more manly men become. So don't rush for small comforts, for more easy living. Be more hard on youself, so you won't be crashed by life's storms."
91013,"Shawn Taylor is the only one of these writers who addresses the real issue. The rest of these wimpy musings are proof of how far we've gotten away from understanding what guys can and should be doing in relationships, families, and the world at large. Some people have clearly given up on trying to figure it out, while others have some cartoonish notion of what a real man should be. WFD."
91014,"Many men are too fat. I've heard that 'Women will never be equal to men, until they can walk down the street with a beer-belly and bald head and still think they are sexy.' I like men who love others, are hard-working, are loyal to their spouses, are concerned with their appearance and health, and are as respectful to women as they are to other men."
91015,"'... A 20-year-old study....pointed out that the most lucrative strategy for executives at too-big-to-fail banks would be to loot them to pay themselves vast rewards - knowing full well that the government would save them from bankruptcy...' - 12Jul2012 NYTimes - this excerpt from another article today is much more evocative of survival skills in the 21st century than any primal behavior invoked in this article -"
91016,"I agree that we need more involved fathers, but I think it is wrong in this day and age to say that deciding to have intercourse means consenting to have a child. This same logic could be used to force women to carry an unwanted pregnancy to term."
91017,"Yes. That is what I think most women want. Personally, I can easily adapt to a man's appearance, be he a well-coiffed girly man or a gorilla guy. Who cares? It's not how he looks but how he treats me that really matters. To me, real manliness is a guy who takes responsibility, who supports and protects his wife and children, who stands up for others, who does the right thing in the face of difficulties, who doesn't whine and complain about his life but instead carries on with dignity and compassion for others....someone who walks his talk. In other words ... he has a code."
91018,"Thank you, thank you, Mr. Taylor, for saying so. It needed to be said by a man, to other men. It would truly be a better world if more men had the courage to say this to their friends. Though I'm sure there are others who hold such a moral and responsible view, so to any of those who might be reading this: you have my deepest respect. The world needs more people like you. The easy availability of birth control seems to have caused so many men and women to forget that most people have an innate drive for sex because nature wants you to create then next generation. We forget this to our peril."
91019,"The notion of manhood traits aroses from primal times when manhood connoted the ability to ensure the survival of oneself and then of family and community. So manhood became associated with the warrior, the hunters, the frontiersman, the guard and the provider. Woman complemented primarily by being the homemaker, while her man was out in the wild or at war. But ancient threats and dangers are gone, society is relatively safe and women are quite capable of providing for themselves, thank you. But modern threats have taken new forms but the underlying gnawing inner emotions of fear, insecurity, doubt, hopelessness etc still exist. So the new role of a man is to inspire faith where there is fear, courage where there is doubt, hope in despair and love in the midst of hate. all this talk of rough edged muscles, sweatiness instead of perfume, ability to light fires and chop wood are nothing more than sexual fantasies and turn ons - which of course is still necessary for good relationships and survival of the species."
91020,"Obsession with smartphone or video game use is about maturity not gender characteristics. Girls mature faster than boys, as a result they excel in school earlier and beat out men to college. females are the most protected class in society and recieve most of the attention.Boys are ignored more and left to fend for themselves, so yes a whole generation of females more mature than men has arisen.Immature men do not have a fully evolved masculine identity. So no men are not doomed to video games and lethargy, society just has to change and stop overinvesting in females and support men to become mature and fullfill there masculine identities. the result will be better fathers, husbands, and society"
91021,"The manly men I know don't eat bacon cheeseburgers or drive SUV's. But they have plenty of strength, ambition, and, yes, even love and compassion. I'm not ready to give up on the male species yet. But I could do without all the smartphone addictions."
91022,"This is definitely a fluff 'issue', but very entertaining. My hypothesis is that people partner best with someone who's relatively compatible on the maintenance spectrum. As a low-maintenance type of gal, the sort who can get ready for an evening out in under 20 minutes (and that includes the shower), I would not be able to tolerate a guy who had 'manny-pedis' and facials. The very idea would make me cringe. Many years ago in my 20s I went on a few dates with a guy who had more hair grooming products than I did; it just didn't work out. I've been married 15 years now to a handsome guy who is clean but doesn't primp or spend time worrying about grey hair or wrinkles. The only scent he gives off is from his deodorant and soap, and that's fine by me."
91023,"Personally, I like my men good-looking and well groomed. And a man's feet are not supposed to look neglected any more or less than a woman's feet. And maybe they are not doing it for us, maybe they are doing it for themselves?"
91024,"'All a man needs to do in the bathroom is shave,...' Excuse me, but why do I need to shave? In warm weather, I avoid wearing excessive clothing that would make me sweat, and I shower often enough to 'not smell like a farm animal', but I've never seen the need for Old Spice, which I assume is a brand of deodorant that.paid you to mention it in your article."
91025,"I would agree with the statement 'Men aren't the new women. Men are the new everything. Just as women have been for some time. Stop worrying about it and get used to it.' We have much more serious things to worry about like climate change."
91026,"Exactly. I don't eat red meat, gamble or smoke like my dad did, preferring to spend time at the gym working out to keep the fat my sedentary work life produces in check. On the other hand, I hopefully won't die of a heart attack like he did at 56."
91027,"I cried when I heard about Maurice Sendak. If I had been on a date with a guy and he'd welled up over Maurice, it would not have thrown me off. If anything, I would have found it a little hot, in that 'let's-cheer-each-other-up-by-snuggling-together-naked' kind of way."
91028,"I'm a man. I'd say a manly man. I eat a lot of meat too, and love it. And I build and fix things myself. (Is being too cheap to hire somebody manly or not?) But listen up Natasha. It ain't what a man looks like or what he eats or does that counts. It's what he knows, beginning with himself."
91029,"Why is it that women get to commonly express this view (Ms. Scripture is certainly not alone in holding this opinion) that men aren't meeting their anachronistic, romanticized ideals of masculinity, but if a man should complain that women aren't meeting his (equally anachronistic) ideals of femininity, he is accused of misogyny? Not to say that the latter is excusable. Women most definitely should not be held to their 1950's gender roles. But somehow holding men to the same standard is not only excusable, but commonplace?"
91030,"This article is silly, online dating sites are full of 'manly men'- carpenters, construction workers, laborers, and others. These men are not exactly faring well in this economy, and at no other time does there seem to be more a disconnect between women and these guys than now, it seems."
91031,"Natasha, I'm happy to report that real men are out there, and I'm one of them. No, I'm not big, yes I am sensitive, and no, I don't put water in my whiskey. Unforturnately for all you real women out there, I'm taken, and like all real men, I've found one woman I'll love for the rest of my life. I accept everyone for who they are: effeminate men, gays, whatever--and I agree that stereotypes of masculinity are worn out, but Mae West wasn't puffing smoke when she said a hard man is good to find."
91032,"this is so sexist! Smelling clean, keeping fit, and looking put together does not make a man feminine any more than having back hair, showering once a week, or beating his wife would make him more masculine. I am NOT equating domestic abuse with having back hair by any means. But I am trying to show that gender stereotypes are stupid. There is nothing masculine or feminine about grooming your body hair or wanting to look good. If a unibrow is bothering a man and all it takes to fix it is a $20/20 minute trip to the salon, then whats the problem? I also don't appreciate how a lot of these things that are popular with gay men get labeled as feminine when applied to straight men. Perhaps in the past gay men have had more liberty to deviate from gender stereotypes and as a result straight men have felt more at ease to do the same. I really don't think that there is any justification for the kind of reactionary view that some of the opinions expressed here."
91033,"I am a manly man. I go to a very hipster university in LA and I try to fart as loudly as I can in public to distance myself from this hipster scene. It seems to work. Ladies...if you want a real man, look no further."
91034,"This particular writing sums up a major problem men face: women feel free to ridicule manhood with the same asinine stereotypes (eg body odor and hair, calluses) that used to characterize the asinine stereotypes applied to women. Why publish this? It's not much more than a joke if intended as serious, and it certainly treats the subject matter of manhood as a joke."
91035,"The red meat and potato men are probably like my overweight, high blood pressure father, dead of a heart attack at 56. Call me crazy, but as I enter my mid 40s, I prefer to eat more vegetables, lean meat and fish, and go to the gym (or otherwise exercise), I have the feeling a lot of my peers, who also lost their fathers at what today seems like a young age, are doing the same so they can still be around when their sons reach their mid 40s instead of just being a person from history to their grandchildren talked about now and then."
91036,"I'm married to a man who is vegan, can build and fix stuff, grew up in a farming culture, is a NYC transplant, a total intellectual, and cares about his appearance. Since when do we need to categorize men? Isn't this what women hate being done to them? That said, this was a fun and entertaining set of opinions. I wonder what people would think in a couple decades if they came across this collection!"
91037,"As a 23 year old male who lives in New York I feel it incumbent to ask 'Hunh'? People are starting to sound like Polonius to from Hamlet in his goodbye advice orgy : 'Be thou stoic, but lendest thy heart to emotion; offerest thine never to pay, unless she indicateth that she wants thee to slay a fresh venison for her pleasure' etc etc.... Fine, women can get an emotionally available manly man the day men have access to a woman with Mary Curie's intellect, Gail Collins sense of humour and Bai Ling's body.... But I am not holding my breadth, personally I would settle for the first two and be happy. P.S. I work in finance, have nice smelling shampoo, hunt and it is the last one that gets me the most flack. There are so many mixed messages I find myself secretly wishing I were struck by asexuality and relegated to a single sex firm where I would not have to deal with this inane tomfoolery ( always wanted to say that)."
91038,"P.S.: if there are any doubts about my manliness, consider this. Last night for dinner, I had: two slices of pizza with olives, and plenty of garlic and salt, off of paper plates; a non-lite beer; and for dessert, some chocolate-covered squid (really). Completely without regard to health, calories, or halitosis. Manly, I do declare."
91039,"Its appropriate to me that the sanest arguments are getting the least amount of comments. Thought I would commend this article for that, and for recognizing that the qualities enumerated for a good man in the modern era are exactly the same for a woman."
91040,"This is my fifth read pertaining to this article and I will give credit to Schlossman for having the most mature and evolved view. Lets not forget the man of yesterday was less likely to help out in the house with regards to children and chores (a 70 to 90 hour a week job if left solely to women). To wish for the man of yesterday is myopic - times have changed and the having the costume of a man does not equal being more responsible and courageous. Schlossman states to just be '...honest, kind, tolerant, open, intrepid, self-aware, inquisitive, etc...' - that works for me and for societies sake, should work for everyone else too."
91041,"It has nothing to do with nutrition education. Nowadays, we have this magical thing called the internet. There are no excuses for not knowing what's healthy and what isn't. You're either too lazy to figure it out for yourself (and so you let the food companies tell you what to eat -- nice conflict of interest right there), or you simply don't care. I also like how you mention ridiculous 'documented' results yet fail to provide said documents. A '50% reduction in the incidence of children becoming overweight.' You can deduce that just by changing drinks in a vending machine? Please tell what analysis was performed to come to that fitting conclusion -- as a statistician, I'd love to know. And, Yael, '100% juice' isn't any better than soda. It's all garbage."
91042,"What bunk. The worst dietary info we've gotten has been from the USDA! There's a very simple cure for the obesity epidemic. Stop subsidizing food. Americans spend far, far less of the income on food than those in other nations. End the farm subsidies. End the food stamp subsidies. Stop interfering with market mechanisms. The price of food will rise, as it should, and the obesity epidemic will slowly become a memory. The nanny state mentality is the source of most problems in this country."
91043,"One reason that Americans choose fewer fruits and vegetables than non-nutritious sweets is that fruits and vegetables are not as tasty or sweet as they could be. This is an opportunity for research, and for some possible regulations and restructuring of the agricultural sector. Currnet research apparently goes into making produce larger and heavier to increase profits. In one interview I heard, a farmer say that he is not paid for taste, and therefore makes no effort in this regard. In fact, I read someplace that the larger produce, e.g. tomatoes, sacrifice taste as a side affect of making them firmer and larger. ( Remember we were all promised tastier tomatoes if we didn't make a fuss about introducing GMO produce. Ha!)"
91044,"It's really not enough to say 'we need more information'. Most information available from the medical profession and from the government is just plain wrong. For well over 50 years, we've known why we get fat and oddly enough, it's not the fat in our diets as most public health officials would have us believe. It's not portion sizes nor is it caused by lack of exercise. It's simple carbohydrates...toxic sugar, high fructose corn syrup and white breads, pastas and sugary sodas and juices. Gary Taubes, in his book 'Why We Get Fat - What To Do About It' details the reasons for our modern day obesity, diabetes and metabolic syndrome. Sadly, our fixation on 'heart healthy, low fat and portion controlled' diets will only postpone the day that we discover the real secret to normal weight and sensible exercise...a low carb diet, free of processed foods full of toxic ingredients subsidized by the U.S. Congress and recommended by nutrition 'experts' who will never tell the truth about why we get fat in the first place."
