Headline,Body ID,Stance
"Women should be encouraged to have kids at home",93595,unrelated
"Obamacare is not working",91414,unrelated
"Charter schools are cherry-picking students",93172,unrelated
"Christians have created a harmful atmosphere for gays",93721,unrelated
"Veganism is good for everyone",91033,unrelated
"Electric cars will not succeed",93316,disagree
"Not to tip",92116,unrelated
"No, it can't denounce",91208,unrelated
"Legislation should not protect obese",92909,unrelated
"Colleges do not need humanities programs",94223,unrelated
"Social media encourage romance",93473,unrelated
"Abolish Birthright Citizenship",90226,unrelated
"Foreign language classes should be mandatory in college",93977,unrelated
"Home schoolers deserve a tax break",92022,unrelated
"It is fair to rate professors online",93110,unrelated
"Christians have created a harmful atmosphere for gays",92797,unrelated
"Electric cars will not succeed",90640,unrelated
"Immigration is not really a problem",91067,disagree
"Extreme parenting is counterproductive",93629,unrelated
"Voting should be a constitutional right",93816,unrelated
"We don't need to hear from candidate's spouse",90461,unrelated
"Doping should be allowed",92889,unrelated
"We don't need libraries",91596,unrelated
"Sport leagues should enjoy nonprofit status",90527,unrelated
"Extreme parenting is counterproductive",94379,unrelated
"The U.S. should not work with Assad to fight ISIS",90066,unrelated
"Felons should be allowed to vote",94397,unrelated
"Social media encourage romance",92543,unrelated
"Europe should not shun refugees",92101,disagree
"Businesses should be allowed to have new employees sign noncompete deals",93376,disagree
"Comment sections have failed",91950,unrelated
"College should be free",90353,unrelated
"Unpaid intenship exploit college students",90369,disagree
"Supporting Israel helps",91761,discuss
"Speech can be limited for public workers",91489,unrelated
"Not to tip",91345,unrelated
"Greece will destroy the Euro Zone",92775,unrelated
"Legislation should not protect obese",94272,disagree
"Veganism is good for everyone",91346,unrelated
"Rim should be raised",93968,discuss
"Wal-Mart can make us healthier",91670,unrelated
"Overcrowding is a legitimate threat",91373,agree
"Home schoolers deserve a tax break",94399,disagree
"Schoold day should be longer",93487,disagree
"Overcrowding is a legitimate threat",91907,unrelated
"Research papers are a useful excercise for college students",92302,agree
"No, it can't denounce",92658,disagree
"The world is becoming safer",92811,unrelated
"Overcrowding is a legitimate threat",91988,unrelated
"No, it can't denounce",90860,unrelated
"Voting should be a constitutional right",91237,unrelated
"Companies can be trusted",93339,unrelated
"Greece should abandon Euro",91285,unrelated
"Public universities are neglecting in-state students",92918,discuss
"Beachfront homes should have to open their land to the public",92863,unrelated
"Farms could survive without illegal labor",93564,unrelated
"Marijuana is a gateway drug",90680,unrelated
"Extreme parenting is counterproductive",90530,unrelated
"Drone attacks make more harm",92024,unrelated
"Fees are necessary",91325,agree
"Sport leagues should enjoy nonprofit status",94199,unrelated
"It should be illegal to declaw your cat",91300,unrelated
"Kurds are allies in SyriaAllies",93934,unrelated
"No, the laws should not be toughened",92643,unrelated
"Farms could survive without illegal labor",93702,agree
"Royal Couple could be a modern family",90118,discuss
"Police officers should be required to wear cameras",93915,unrelated
"Voting should be mandatory",91290,unrelated
"Comment sections have failed",92398,disagree
"Parents should control what kids learn at school",92559,unrelated
"US should attack Syria",91437,unrelated
"Obamacare is not sustainable",94131,disagree
"Marijuana is a gateway drug",94039,unrelated
"Not to tip",93718,unrelated
"No, it can't denounce",93177,unrelated
"Tennis strung is not too tight",93212,agree
"Abolish Birthright Citizenship",93545,disagree
"Non-Muslims help women by wearing hijabs",90060,unrelated
"Vaccination should be mandatory for all children",90963,unrelated
"The bar is not too low to get into law school",90172,disagree
"NATO should defend nonmbers",90853,unrelated
"Home-schoolers should not play for high school teams",90318,unrelated
"Government should not regulate airline industry again",94124,unrelated
"Colleges do not need humanities programs",94103,discuss
"Christians have created a harmful atmosphere for gays",92293,unrelated
"Do not drop sports program in undergraduate schools",90449,unrelated
"Companies can be trusted",90308,disagree
"Home schoolers deserve a tax break",90009,unrelated
"Companies can be trusted",90288,disagree
"Schoold day should be longer",91274,unrelated
"Russia can be a partner",92813,unrelated
"It is fair to rate professors online",91181,unrelated
"People are getting dumber",92455,unrelated
"Overcrowded national parks should have restricted access",94435,unrelated
"NATO should defend nonmbers",90226,unrelated
"Public preschool is a smart investment",92914,unrelated
"Doping should be allowed",92085,unrelated
"Prostituion is safer when it's legal",90853,agree
"Not to tip",92891,disagree
"Parents should help their children with homework",94160,unrelated
"People are getting dumber",93957,unrelated
"Home schoolers deserve a tax break",90812,unrelated
"Online classes are not the best way to teach",90238,unrelated
"Medicare doesn't need to be reformed",93145,unrelated
"Non-Muslims help women by wearing hijabs",91043,unrelated
"Modern men are manly enough",92562,unrelated
"Do not stop taxing capital gains",90136,unrelated
"New York's bike lanes are not working",90472,disagree
"Young people are being irresponsible by delaying the rituals of adult life",90418,agree
"The U.S. should not work with Assad to fight ISIS",90839,unrelated
"3-D printing will change the world",90484,unrelated
"Women should delay motherhood",93404,unrelated
"Beachfront homes should have to open their land to the public",90997,disagree
"Google is a harmful monopoly",91227,unrelated
"Home schoolers deserve a tax break",92963,unrelated
"Crime can be ethically predicted",90773,unrelated
"No, it can't denounce",92630,disagree
"Not to tip",91702,unrelated
"Colorado didn't go too far with pot",92937,unrelated
"New York's bike lanes are not working",93994,unrelated
"Home schoolers deserve a tax break",91750,unrelated
"NATO should defend nonmbers",90343,unrelated
"No, it can't denounce",92166,unrelated
"Do not drop sports program in undergraduate schools",92974,unrelated
"Schoold day should be longer",93489,discuss
"Non-Muslims help women by wearing hijabs",93273,unrelated
"No, it can't denounce",91967,unrelated
"No, it can't denounce",94067,unrelated
"Greece will destroy the Euro Zone",91939,discuss
"Tenure protects bad teachers",91566,unrelated
"Nations should not recognize a Palestinian state",94237,unrelated
"Medical websites are dangerous",93597,unrelated
"Prostituion is safer when it's legal",90825,agree
"Hamas-Fatah unity can lead to mideast peace",93391,disagree
"Medicare doesn't need to be reformed",90524,unrelated
"Drug addicts should be forced into treatment",94239,unrelated
"Machines are gaining the upper hand on humans",93509,discuss
"Do not drop sports program in undergraduate schools",94308,disagree
"Christians have created a harmful atmosphere for gays",94282,unrelated
"No, the laws should not be toughened",91260,agree
"Nuclear power is not the answer to climate change",92914,disagree
"College free for everyone",91614,unrelated
"Farms could survive without illegal labor",92618,unrelated
"Companies can be trusted",92218,unrelated
"Marijuana is a gateway drug",94071,unrelated
"The U.S. Embassy should be moved from Tel Aviv to Jerusalem",93983,unrelated
"Let Export-Import Bank expire",93618,unrelated
"No, it can't denounce",94394,unrelated
"Veganism is good for everyone",90059,disagree
"Colorado didn't go too far with pot",91640,unrelated
"Doping should be allowed",90801,unrelated
"Writing can be assessed",91021,unrelated
"Prostituion is safer when it's legal",93929,unrelated
"Parents should make vacation with kids",90832,unrelated
"Rich politicans are less corruptible",90711,unrelated
"Supporting Israel helps",92039,unrelated
"Police officers should be required to wear cameras",90359,agree
"Legislation should not protect obese",91312,unrelated
"Keep selling arms to Taiwan",93302,unrelated
"Tenure protects bad teachers",91610,unrelated
"Drug addicts should be forced into treatment",92243,unrelated
"Wealthy colleges deserve tax breaks",90038,unrelated
"Abolish Birthright Citizenship",90655,unrelated
"Parents should help their children with homework",90047,discuss
"No, it can't denounce",91272,unrelated
"We don't need libraries",91299,disagree
"Speech can be limited for public workers",91600,unrelated
"Nations should not recognize a Palestinian state",91704,discuss
"Non-Muslims help women by wearing hijabs",92745,unrelated
"Medicare doesn't need to be reformed",91524,discuss
"Speech can be limited for public workers",92211,unrelated
"Keep selling arms to Taiwan",94322,agree
"Big banks are not out of control",91121,disagree
"College free for everyone",93533,unrelated
"Foreign language classes should be mandatory in college",90022,unrelated
"The U.S. should lift sanctions with Cuba",92461,unrelated
"Women should delay motherhood",91179,unrelated
"No, it can't denounce",92640,disagree
"Wal-Mart can make us healthier",91576,disagree
"Research papers are a useful excercise for college students",94270,unrelated
"America's fears are legitimate",93250,unrelated
"Foreign language classes should be mandatory in college",93453,disagree
"No, it can't denounce",90372,unrelated
"No, it can't be used for fighting deseases",90411,disagree
"Colorado didn't go too far with pot",93452,unrelated
"Public universities are neglecting in-state students",92938,agree
"Abolish Birthright Citizenship",90727,unrelated
"Parents' religious beliefs should allow them to refuse medical care for their children",91038,unrelated
"Women should delay motherhood",93880,unrelated
"Medicare doesn't need to be reformed",92348,unrelated
"Guns should be permitted on college campuses",94225,unrelated
"Big banks are not out of control",91116,disagree
"It should be illegal to declaw your cat",92286,unrelated
"Obamacare is not working",91623,unrelated
"State citizenship is not the answer to immigration reform",92958,unrelated
"Iran doesn't remain a threat",92991,discuss
"Immigration is not really a problem",91091,disagree
"Salt should have a place at the table",92562,unrelated
"Not to tip",92892,agree
"Casinos are not too much of a gamble",90071,unrelated
"Prostituion is safer when it's legal",92571,unrelated
"Young people are being irresponsible by delaying the rituals of adult life",90450,discuss
"Parents should control what kids learn at school",91656,unrelated
"Technological innovation is creating better worlds",92699,unrelated
"Drug addicts should be forced into treatment",91600,disagree
"Parents' religious beliefs should allow them to refuse medical care for their children",93257,unrelated
"America's fears are legitimate",93237,unrelated
"Christians have created a harmful atmosphere for gays",90506,unrelated
"'Starchitects' are not ruining cities",93574,unrelated
"US should attack Syria",92675,unrelated
"Legislation should not protect obese",92199,unrelated
"Marijuana is a gateway drug",93246,discuss
"Ruining",90614,unrelated
"Parents should help their children with homework",92039,unrelated
"Overcrowding is a legitimate threat",92990,unrelated
"Machines are gaining the upper hand on humans",94323,unrelated
"Supporting Israel helps",94206,unrelated
"Salt should have a place at the table",92476,unrelated
"Mother Teresa should be canonized",92022,unrelated
"Do not drop sports program in undergraduate schools",92156,unrelated
"Supreme court is not too powerful",91455,unrelated
"Police officers should be required to wear cameras",90348,agree
"Foreign language classes should be mandatory in college",90210,unrelated
"It should be illegal to declaw your cat",92526,unrelated
"Supporting Israel helps",91783,discuss
"Marijuana is a gateway drug",90804,unrelated
"Happy hour should be banned",91701,unrelated
"Parents should control what kids learn at school",90055,unrelated
"State citizenship is not the answer to immigration reform",91102,unrelated
"Dual citizenship should be allowed",91544,unrelated
"State citizenship is not the answer to immigration reform",90463,unrelated
"Police officers should be required to wear cameras",90351,agree
"Foreign language classes should be mandatory in college",93188,unrelated
"Overcrowding is a legitimate threat",93761,unrelated
"College students' votes do matter in an election",90871,unrelated
"No, it can't denounce",94235,unrelated
"College should be free",92229,unrelated
"Mother Teresa should be canonized",92609,unrelated
"Wal-Mart can make us healthier",90657,unrelated
"Parents should help their children with homework",90045,discuss
"Same-sex colleges are outdated",90525,unrelated
"Keep selling arms to Taiwan",91803,unrelated
"Veganism is good for everyone",90093,agree
"Students should be taught cursive",90416,unrelated
"Supreme court is not too powerful",92500,disagree
"Greece's anti-austerity government can succeed",91198,unrelated
"We do not need more advice about eating well",92860,unrelated
"Prostituion is safer when it's legal",94028,unrelated
"Obamacare is not sustainable",93853,unrelated
"Nations should not recognize a Palestinian state",91842,unrelated
"Marijuana is a gateway drug",93220,disagree
"Tenure protects bad teachers",92935,unrelated
"Russia can be a partner",94195,unrelated
"Drug addicts should be forced into treatment",92095,unrelated
"Veganism is good for everyone",90094,disagree
"No, it can't denounce",92131,unrelated
"Salt should have a place at the table",90970,unrelated
"Open office layout should be reconsidered",92596,unrelated
"We do not need more advice about eating well",92327,unrelated
"Christians have created a harmful atmosphere for gays",94207,unrelated
"Felons should be allowed to vote",94395,unrelated
"Obamacare is not working",90070,unrelated
"It is fair to rate professors online",91330,unrelated
"The threat has been exaggerated",94156,unrelated
"Abolish Birthright Citizenship",93555,discuss
"Immigration is not really a problem",92350,unrelated
"Rich politicans are less corruptible",91517,unrelated
"Supporting Israel helps",91381,unrelated
"Colleges do not need humanities programs",90571,unrelated
"Medicare doesn't need to be reformed",90881,unrelated
"Wealthy colleges deserve tax breaks",93331,unrelated
"Christians have created a harmful atmosphere for gays",90369,unrelated
"Parents should control what kids learn at school",90478,unrelated
"The bar is not too low to get into law school",90395,unrelated
"Do not restrict use of the word 'natural' on food labels",92413,unrelated
"We don't need libraries",90418,unrelated
"Immigration is not really a problem",93358,unrelated
"Parents should make vacation with kids",92782,agree
"The U.S. should not work with Assad to fight ISIS",92935,unrelated
"Colleges do not need humanities programs",94090,disagree
"Rich politicans are less corruptible",93002,disagree
"Salt should have a place at the table",91436,disagree
"Young people are being irresponsible by delaying the rituals of adult life",90165,unrelated
"Vaccination should be mandatory for all children",91227,disagree
"It should be illegal to declaw your cat",90672,disagree
"Farms could survive without illegal labor",90400,unrelated
"Comment sections have failed",91727,unrelated
"Guns should be permitted on college campuses",91297,unrelated
"Mother Teresa should be canonized",90931,unrelated
"No, it can't denounce",93564,unrelated
"Foreign language classes should be mandatory in college",93477,agree
"Parents should help their children with homework",92794,unrelated
"Miss America is bad for women",91004,unrelated
"Teachers do not need to have experience",93044,unrelated
"Greece's anti-austerity government can succeed",90648,discuss
"Companies can be trusted",93792,unrelated
"Wal-Mart can make us healthier",90768,unrelated
"We don't need libraries",90239,unrelated
"Colleges do not need humanities programs",92345,unrelated
"Court stenographers are necessary",94218,unrelated
"Not to tip",92642,unrelated
"Social media encourage romance",93413,unrelated
"Obamacare is not working",93007,unrelated
"Salt should have a place at the table",90520,unrelated
"The new apps is a way for people to get into popular restaurants",91663,unrelated
"Beachfront homes should have to open their land to the public",90988,agree
"Overcrowding is a legitimate threat",90370,unrelated
"Miss America is bad for women",93483,unrelated
"Greece will destroy the Euro Zone",91690,unrelated
"Foreign language classes should be mandatory in college",94325,unrelated
"Electric cars will not succeed",90891,unrelated
"Do not stop taxing capital gains",91357,unrelated
"It should be illegal to declaw your cat",91062,unrelated
"Privatization is a bad deal for cities and states",92626,unrelated
"Big banks are not out of control",93108,unrelated
"Felons should be allowed to vote",93124,unrelated
"Not to tip",91265,unrelated
"No, it can't denounce",93681,unrelated
"Brazil should not postpone Olympics",94300,unrelated
"Dual citizenship should be allowed",90033,unrelated
"Miss America is bad for women",91626,agree
"The U.S. should not work with Assad to fight ISIS",92083,unrelated
"Tenure protects bad teachers",93442,unrelated
"Do not stop taxing capital gains",91140,unrelated
"Prostituion is safer when it's legal",90855,discuss
"Farms could survive without illegal labor",91418,unrelated
"Germany should abandon the Euro",92719,agree
"We don't need libraries",90298,unrelated
"Comment sections have failed",93792,unrelated
"Unpaid intenship exploit college students",94424,unrelated
"Abolish Birthright Citizenship",91680,unrelated
"Comment sections have failed",93543,unrelated
"Veganism is good for everyone",93131,unrelated
"College students' votes do matter in an election",93184,agree
"Speech can be limited for public workers",90914,disagree
"Voting should be a constitutional right",93272,unrelated
"We do not need professional critics",91914,unrelated
"Salt should have a place at the table",91549,unrelated
"Voting should be mandatory",92678,unrelated
"Colorado didn't go too far with pot",90446,unrelated
"Courts should not recognize a right to plural marriage among consenting adults",93431,discuss
"Not to tip",93868,unrelated
"Overcrowded national parks should have restricted access",92534,disagree
"Voting should be a constitutional right",92944,unrelated
"Companies can be trusted",90291,disagree
"Brazil should not postpone Olympics",90775,disagree
"Europe should not shun refugees",91058,unrelated
"Electric cars will not succeed",94259,unrelated
"Home schoolers deserve a tax break",93148,unrelated
"Voting should be a constitutional right",92789,unrelated
"Young people are being irresponsible by delaying the rituals of adult life",90768,unrelated
"College should be free",91305,unrelated
"Do not stop taxing capital gains",94045,unrelated
"TFA has not raised the status of teachers",92434,discuss
"Economists are not overrated",94037,disagree
"Home schoolers deserve a tax break",91740,unrelated
"Kurds are allies in SyriaAllies",92765,discuss
"Greece should abandon Euro",91564,agree
"Do not stop taxing capital gains",94313,unrelated
"Royal Couple could be a modern family",90126,discuss
"Obamacare is not working",93379,unrelated
"Greece will destroy the Euro Zone",93114,unrelated
"Drug addicts should be forced into treatment",90591,unrelated
"The U.S. should not work with Assad to fight ISIS",90097,unrelated
"Electric cars will not succeed",92774,unrelated
"Veganism is good for everyone",90105,disagree
"Supporting Israel helps",94218,unrelated
"Russia can be a partner",93876,agree
"Nations should not recognize a Palestinian state",91708,agree
"Abolish Birthright Citizenship",93535,agree
"Farms could survive without illegal labor",93305,unrelated
"Overcrowded national parks should have restricted access",93680,unrelated
"The threat has been exaggerated",90904,unrelated
"Queen Elizabeth II should not step down",90158,unrelated
"Comment sections have failed",90270,unrelated
"Government should not regulate airline industry again",93305,unrelated
"Police officers should be required to wear cameras",92690,unrelated
"Strictly enforcing minor violations deter more serious crime",91460,unrelated
"All immigrants should get ID cards",91267,unrelated
"Drone attacks make more harm",93774,unrelated
"Medicare doesn't need to be reformed",93633,unrelated
"Drug addicts should be forced into treatment",90713,unrelated
"Police is reacting to dangers",93761,disagree
"Young people are being irresponsible by delaying the rituals of adult life",94007,unrelated
"Privatization is a bad deal for cities and states",92830,unrelated
"Overcrowded national parks should have restricted access",94084,unrelated
"Europe should not shun refugees",92137,disagree
"Globalization has not ruined street style",93359,disagree
"Non-Muslims help women by wearing hijabs",91931,unrelated
"Supporting Israel helps",91779,disagree
"Comment sections have failed",91449,unrelated
"Ruining",91675,unrelated
"Women should delay motherhood",90088,unrelated
"Marijuana is a gateway drug",90194,unrelated
"California doesn't need high-speed rail",90457,unrelated
"Big banks are not out of control",90310,unrelated
"Machines are gaining the upper hand on humans",92988,unrelated
"No, it can't denounce",94269,unrelated
"Activists can be politicians",90891,discuss
"Colleges do not need humanities programs",92352,unrelated
"Supporting Israel helps",90514,unrelated
"Open office layout should be reconsidered",91129,unrelated
"Dual citizenship should be allowed",90814,unrelated
"We do not need more advice about eating well",93398,unrelated
"Drone attacks make more harm",93131,unrelated
"Christians have created a harmful atmosphere for gays",93807,unrelated
"Salt should have a place at the table",91021,unrelated
"Helping condo developers help the city",91318,unrelated
"Obamacare is not working",91154,discuss
"Christians have created a harmful atmosphere for gays",94188,unrelated
"Obamacare is not sustainable",94139,discuss
"Speech can be limited for public workers",90194,unrelated
"Brazil should not postpone Olympics",91358,unrelated
"Unpaid intenship exploit college students",90380,disagree
"Home schoolers deserve a tax break",94389,disagree
"The U.S. should lift sanctions with Cuba",90032,unrelated
"Miss America is bad for women",93813,unrelated
"Obamacare is not working",91157,agree
"Greece will destroy the Euro Zone",90729,unrelated
"Technological innovation is creating better worlds",92317,unrelated
"Keep selling arms to Taiwan",93038,unrelated
"Electric cars will not succeed",90208,unrelated
"College should be free",93071,unrelated
"Supporting Israel helps",91745,discuss
"Salt should have a place at the table",91420,agree
"Tracking kids does not invade privacy",92904,unrelated
"People are getting dumber",93145,unrelated
"Doping should be allowed",91667,disagree
"Fraternities and sororities should be co-ed",93137,unrelated
"Wal-Mart can make us healthier",94371,unrelated
"Economists are not overrated",90921,unrelated
"Obamacare is not working",93812,unrelated
"Reality shows are not worse than other TV",92141,disagree
"Drone attacks make more harm",92128,unrelated
"New York's bike lanes are not working",90661,unrelated
"'Starchitects' are not ruining cities",93902,unrelated
"Overcrowding is a legitimate threat",90938,unrelated
"Rock Hall of Fame doesn't matter",91015,unrelated
"Research papers are a useful excercise for college students",92600,unrelated
"New York's bike lanes are not working",92030,unrelated
"Overcrowded national parks should have restricted access",92526,disagree
"New York's bike lanes are not working",91367,unrelated
"TFA has not raised the status of teachers",90807,unrelated
"Extreme parenting is counterproductive",91897,agree
"Dual citizenship should be allowed",92370,unrelated
"US should attack Syria",91404,unrelated
"Technological innovation is creating better worlds",93189,disagree
"Christians have created a harmful atmosphere for gays",93682,unrelated
"Overcrowding is a legitimate threat",91385,agree
"Comment sections have failed",90757,unrelated
"Organic food is not worth the expense",91643,unrelated
"Marijuana is a gateway drug",90441,unrelated
"Parents should make vacation with kids",91727,unrelated
"Do not restrict use of the word 'natural' on food labels",93125,agree
"The U.S. Embassy should be moved from Tel Aviv to Jerusalem",91747,unrelated
"Companies can be trusted",90279,disagree
"No, the laws should not be toughened",92590,unrelated
"Felons should be allowed to vote",90278,unrelated
"Supporting Israel helps",91797,discuss
"Supporting Israel helps",93401,unrelated
"Supporting Israel helps",91746,discuss
"Affirmative actions should be based on income",94268,unrelated
"Royal Couple could be a modern family",91003,unrelated
"Colleges do not need humanities programs",93158,unrelated
"Abolish Birthright Citizenship",90340,unrelated
"Voting should be mandatory",91607,unrelated
"Dual citizenship should be allowed",91512,unrelated
"Writing can be assessed",91658,unrelated
"Vaccination should be mandatory for all children",90837,unrelated
"Affirmative actions should be based on income",90555,disagree
"Vaccination should be mandatory for all children",92451,unrelated
"Euro bonds can save the Union",90291,unrelated
"Obamacare is not sustainable",94150,agree
"Vaccination should be mandatory for all children",90980,unrelated
"It is fair to rate professors online",90499,unrelated
"Drug addicts should be forced into treatment",92156,unrelated
"Wal-Mart can make us healthier",91024,unrelated
"Immigration is not really a problem",92630,unrelated
"Medical websites are dangerous",91525,unrelated
"Farm subsidies do not protect national security",91295,unrelated
"Home schoolers deserve a tax break",90307,unrelated
"Home-schoolers should not play for high school teams",93741,unrelated
"Voting should be a constitutional right",91132,unrelated
"Same-sex colleges are outdated",90227,disagree
"No, it can't denounce",91150,unrelated
"Electric cars will not succeed",93304,discuss
"California doesn't need high-speed rail",93818,agree
"Rock Hall of Fame doesn't matter",90007,unrelated
"It should be illegal to declaw your cat",90268,unrelated
"Medical websites are dangerous",93012,unrelated
"School librarians are expendable",91521,unrelated
"Supreme court is not too powerful",91428,unrelated
"Do not stop taxing capital gains",91863,agree
"Women should delay motherhood",91901,unrelated
"Non-Muslims help women by wearing hijabs",92200,discuss
"Farms could survive without illegal labor",90082,unrelated
"Privatization is a bad deal for cities and states",92329,unrelated
"Modern men are manly enough",91008,discuss
"Marijuana is a gateway drug",90023,unrelated
"Home schoolers deserve a tax break",92316,unrelated
"Electric cars will not succeed",90275,unrelated
"Government should grade colleges",90650,unrelated
"Privatization is a bad deal for cities and states",90197,agree
"Salt should have a place at the table",91759,unrelated
"Modern men are manly enough",93256,unrelated
"We do not need more advice about eating well",90801,unrelated
"Prostituion is safer when it's legal",90840,agree
"Do not stop taxing capital gains",91833,disagree
"No, it can't denounce",90642,unrelated
"Amazon will kill off publishers",91416,unrelated
"Not to tip",92863,disagree
"Prostituion is safer when it's legal",90821,discuss
"Speech can be limited for public workers",91533,unrelated
"Do not stop taxing capital gains",93901,unrelated
"Machines are gaining the upper hand on humans",90267,unrelated
"Do not stop taxing capital gains",92101,unrelated
"The bar is not too low to get into law school",91548,unrelated
"Felons should be allowed to vote",92852,unrelated
"California doesn't need high-speed rail",92631,unrelated
"Supporting Israel helps",91735,discuss
"We should disband NATO",92794,disagree
"Colleges do not need humanities programs",93336,unrelated
"Do not stop taxing capital gains",91837,agree
"Marijuana is a gateway drug",92583,unrelated
"Internet addiction is a concern for teenagers",94305,unrelated
"Parents should help their children with homework",90051,discuss
"No, it can't denounce",91274,unrelated
"Not to tip",93995,unrelated
"Do not stop taxing capital gains",92481,unrelated
"New York's bike lanes are not working",91754,unrelated
"TFA has not raised the status of teachers",90302,unrelated
"Voting should be a constitutional right",90493,unrelated
"Miss America is bad for women",91989,unrelated
"No, it can't denounce",92356,unrelated
"People are getting dumber",93893,unrelated
"It should be illegal to declaw your cat",90678,disagree
"Marijuana is a gateway drug",93274,disagree
"Veganism is good for everyone",93126,unrelated
"No, it can't denounce",92077,unrelated
"Mother Teresa should be canonized",90011,unrelated
"Do not stop taxing capital gains",92404,unrelated
"College free for everyone",90387,unrelated
"Marijuana is a gateway drug",93491,unrelated
"Open office layout should be reconsidered",94421,agree
"Supporting Israel helps",92691,unrelated
"Brazil should not postpone Olympics",92378,unrelated
"Doping should be allowed",91927,unrelated
"Schoold day should be longer",91078,unrelated
"Colorado didn't go too far with pot",93230,unrelated
"Dual citizenship should be allowed",93246,unrelated
"Comment sections have failed",92352,agree
"Reality shows are not worse than other TV",91924,unrelated
"Guns should be permitted on college campuses",90410,unrelated
"Colleges do not need humanities programs",92080,unrelated
"Marijuana is a gateway drug",92764,unrelated
"Medicare doesn't need to be reformed",91534,agree
"Salt should have a place at the table",93667,unrelated
"No, the laws should not be toughened",91418,unrelated
"Amazon will kill off publishers",91051,unrelated
"Companies can excel without making workers miserable",91719,discuss
"It should be illegal to declaw your cat",93133,unrelated
"New York's bike lanes are not working",90455,agree
"Same-sex colleges are outdated",91891,unrelated
"Students should live off campus",92159,disagree
"No, it can't denounce",91372,unrelated
"Privatization is a bad deal for cities and states",93787,unrelated
"It should be illegal to declaw your cat",90702,disagree
"Wealthy colleges deserve tax breaks",90108,unrelated
"The U.S. should lift sanctions with Cuba",91441,unrelated
"It is fair to rate professors online",93019,unrelated
"Big banks are not out of control",91134,disagree
"Do not stop taxing capital gains",93718,unrelated
"America's fears are legitimate",92148,unrelated
"Royal Couple could be a modern family",90115,discuss
"Supporting Israel helps",90029,unrelated
"US should attack Syria",93395,disagree
"Obamacare is not sustainable",94144,agree
"Keep children's books light",90602,unrelated
"US should attack Syria",92094,unrelated
"Casinos are not too much of a gamble",93230,unrelated
"Affirmative actions should be based on income",92619,unrelated
"It should be illegal to declaw your cat",93200,unrelated
"Extreme parenting is counterproductive",91886,disagree
"Affirmative actions should be based on income",91316,unrelated
"Christians have created a harmful atmosphere for gays",92220,unrelated
"Do not stop taxing capital gains",91861,agree
"US should attack Syria",92061,unrelated
"Do not drop sports program in undergraduate schools",90768,unrelated
"Comment sections have failed",91727,unrelated
"Immigration is not really a problem",91376,unrelated
"Obamacare is not working",92770,unrelated
"Prostituion is safer when it's legal",90268,unrelated
"Miss America is bad for women",92909,unrelated
"Christians have created a harmful atmosphere for gays",92410,unrelated
"Wal-Mart can make us healthier",92355,unrelated
"3-D printing will change the world",90147,disagree
"Vaccination should be mandatory for all children",92082,unrelated
"New York's bike lanes are not working",93623,unrelated
"Greece's anti-austerity government can succeed",91332,unrelated
"Economists are not overrated",91534,unrelated
"Greece's anti-austerity government can succeed",90219,unrelated
"US should attack Syria",93596,unrelated
"Rich politicans are less corruptible",94330,unrelated
"Medical websites are dangerous",92263,discuss
"Greece will destroy the Euro Zone",91962,disagree
"Royal Couple could be a modern family",90142,discuss
"No, it can't denounce",92639,disagree
"Abolish Birthright Citizenship",90710,unrelated
"Supporting Israel helps",93717,unrelated
"Rim should be raised",90930,unrelated
"Royal Couple could be a modern family",92684,unrelated
"Veganism is good for everyone",93572,unrelated
"Police officers should be required to wear cameras",92101,unrelated
"3-D printing will change the world",92388,unrelated
"Modern men are manly enough",93287,unrelated
"Voting should be mandatory",93850,unrelated
"Overcrowding is a legitimate threat",90694,unrelated
"Drone attacks make more harm",93338,discuss
"Marijuana is a gateway drug",93690,unrelated
"Obamacare is not working",92965,unrelated
"Helping condo developers help the city",92326,unrelated
"Rich politicans are less corruptible",92736,unrelated
"3-D printing will change the world",93177,unrelated
"Public universities are neglecting in-state students",92917,agree
"No, the laws should not be toughened",93542,unrelated
"Fraternities and sororities should be co-ed",91324,unrelated
"Casinos are not too much of a gamble",90251,unrelated
"Greece will destroy the Euro Zone",91960,discuss
"Electric cars will not succeed",91939,unrelated
"Speech can be limited for public workers",93788,unrelated
"Germany should abandon the Euro",90915,unrelated
"Comment sections have failed",92815,unrelated
"Doping should be allowed",91336,unrelated
"Overcrowding is a legitimate threat",91381,discuss
"Dual citizenship should be allowed",93895,unrelated
"College should be free",92730,unrelated
"Supporting Israel helps",91092,unrelated
"NATO should defend nonmbers",90493,unrelated
"Russia can be a partner",90301,unrelated
"Crime can be ethically predicted",94009,unrelated
"Comment sections have failed",92878,unrelated
"Unpaid intenship exploit college students",91355,unrelated
"Olympics are more trouble",94257,unrelated
"Immigration is not really a problem",93685,unrelated
"Companies should be allowed to patent genes",94040,unrelated
"Public universities are neglecting in-state students",92814,unrelated
"Not to tip",92249,unrelated
"Doping should be allowed",93339,unrelated
"Greece should abandon Euro",94276,unrelated
"New York's bike lanes are not working",90487,discuss
"No, it can't denounce",91731,unrelated
"Vaccination should be mandatory for all children",91204,disagree
"Brazil should not postpone Olympics",94206,unrelated
"Obamacare is not working",91170,disagree
"Christians have created a harmful atmosphere for gays",93664,unrelated
"Court stenographers are necessary",93470,unrelated
"Tenure protects bad teachers",91577,unrelated
"Companies can be trusted",90772,unrelated
